dbn,locationname,school_type,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,,,,p_q1b,,,,p_q1c,,,,p_q1d,,,,p_q1e,,,,p_q1f,,,,p_q1g,,,,p_q1h,,,,p_q1i,,,,p_q1j,,,,p_q1k,,,,p_q1l,,,,p_q1m,,,,p_q1n,,,,p_q1o,,,,p_q1p,,,,p_q1q,,,,p_q1r,,,,p_q2a,,,,,p_q2b,,,,,p_q2c,,,,,p_q2d,,,,,p_q2e,,,,,p_q2f,,,,,p_q2g,,,,,p_q2h,,,,,p_q2i,,,,,p_q2j,,,,,p_q3a,,,,p_q3b,,,,p_q4a,,,,p_q4b,,,,p_q4c,,,,p_q4d,,,,p_q5a,,,,p_q5b,,,,p_q5c,,,,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,,,,,,,,,,p_q9,,,,p_q10a,,,,p_q10b
31R064,Gaynor McCown Expeditionary Learning School,HS,7.95322,7.98264,7.8,8.4,7.94693,,,,7.375,,,,7.92818,,,,8.56354,,,,8.76404,,,,8.18056,,,,7.9454,,,,8.09942,,,,7.19101,,,,8.08333,,,,7.84916,,,,8.02486,,,,8.01676,,,,7.77778,,,,7.97222,,,,7.9096,,,,7.90462,,,,8.62426,,,,8.5,,,,,8.5,,,,,8.4,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.48256,,,,Not Scored,,,,8.10393,,,,8.01676,,,,8.25284,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.7439,,,,7.9878,,,,7.62821
31R065,P.S. 65 The Academy of Innovative Learning,ES,8.99634,9.1922,8.9,9.1,9.2268,,,,9.07216,,,,9.2268,,,,9.25781,,,,9.47368,,,,8.78866,,,,8.77632,,,,9.2228,,,,8.63402,,,,9.25781,,,,9.06736,,,,9.08031,,,,8.95078,,,,8.82732,,,,9.07552,,,,8.81016,,,,8.52778,,,,9.05585,,,,9.4,,,,,9.1,,,,,9.2,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.60811,,,,Not Scored,,,,9.32642,,,,9.18394,,,,9.28385,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.61111,,,,9.02778,,,,8.61111
31R069,P.S. 069 Daniel D. Tompkins,ES,8.37146,8.44571,8.2,8.7,8.58108,,,,8.44789,,,,8.38102,,,,8.44554,,,,8.87709,,,,8.3888,,,,8.09028,,,,8.62385,,,,8.36923,,,,8.48106,,,,8.47328,,,,8.4551,,,,8.23394,,,,8.34087,,,,8.50763,,,,7.87325,,,,7.72258,,,,8.8275,,,,8.9,,,,,8.6,,,,,8.8,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.91221,,,,Not Scored,,,,8.04628,,,,8.29128,,,,8.53009,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.29268,,,,8.68952,,,,8.2582
31R072,I.S. 072 Rocco Laurie,MS,7.86836,8.0232,7.3,7.8,8.51314,,,,7.58859,,,,7.79493,,,,8.13341,,,,8.36581,,,,7.88333,,,,7.84714,,,,8.06869,,,,7.65798,,,,8.06514,,,,8.03808,,,,7.99889,,,,7.90794,,,,7.91111,,,,8.22142,,,,7.6378,,,,7.24596,,,,7.53205,,,,8.1,,,,,8,,,,,8.3,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,3.32486,,,,Not Scored,,,,7.96563,,,,8.0673,,,,8.05494,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.52381,,,,7.75943,,,,7.27723
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,ECC,8.66473,8.93336,8.6,8.9,9.12214,,,,9.13386,,,,8.44488,,,,9.16016,,,,9.22619,,,,8.92578,,,,8.84298,,,,9.02439,,,,8.61328,,,,8.94841,,,,8.94531,,,,8.88,,,,8.79921,,,,8.8189,,,,9.02778,,,,8.4,,,,8.20796,,,,8.80435,,,,9,,,,,8.9,,,,,8.7,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.43697,,,,Not Scored,,,,8.85417,,,,8.97541,,,,9.01261,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.97619,,,,8.45238,,,,7.89474
31R075,I.S. 075 Frank D. Paulo,MS,8.30766,8.47459,8.1,8.6,8.55779,,,,8.03719,,,,8.38676,,,,8.70217,,,,8.96462,,,,8.42487,,,,8.38006,,,,8.60386,,,,8.48039,,,,8.57402,,,,8.41874,,,,8.39545,,,,8.26346,,,,8.32121,,,,8.53538,,,,8.00158,,,,7.82738,,,,8.77165,,,,8.9,,,,,8.6,,,,,8.8,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.54613,,,,Not Scored,,,,8.57996,,,,8.56472,,,,8.53079,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.96584,,,,8.14063,,,,7.99363
31R078,PS 78,ECC,8.49834,8.43536,8.1,8.4,8.54592,,,,8.37179,,,,8.28205,,,,8.54381,,,,8.69792,,,,8.44737,,,,8.32011,,,,8.4543,,,,8.35938,,,,8.54497,,,,8.5567,,,,8.46354,,,,8.30311,,,,8.31606,,,,8.31606,,,,8.2027,,,,8.00633,,,,8.60759,,,,8.5,,,,,8.2,,,,,8.5,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.03723,,,,Not Scored,,,,8.39844,,,,8.1516,,,,8.39674,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,9,,,,8.7963
31R080,The Michael J. Petrides School,ES/MS/HS,8.17294,8.36572,8.1,8.4,8.46563,,,,8.25371,,,,8.17323,,,,8.66337,,,,8.96839,,,,8.36507,,,,8.14784,,,,8.59766,,,,8.05237,,,,8.32102,,,,8.33608,,,,8.37028,,,,8.26159,,,,8.16585,,,,8.37295,,,,7.88983,,,,7.60471,,,,8.47246,,,,8.6,,,,,8.5,,,,,8.8,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.57783,,,,Not Scored,,,,8.1675,,,,8.29451,,,,8.61577,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.77523,,,,8.02752,,,,7.63761
31R440,New Dorp High School,HS,7.95493,8.07133,7.8,7.9,8.28612,,,,7.35816,,,,8.21327,,,,8.39286,,,,8.62267,,,,8.25573,,,,7.9719,,,,8.23487,,,,8.20257,,,,8.14643,,,,8.02575,,,,8.0192,,,,8.22557,,,,7.97414,,,,8.17363,,,,8.07776,,,,7.72526,,,,7.73368,,,,8,,,,,8.2,,,,,8.3,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.94838,,,,Not Scored,,,,7.97365,,,,8.04843,,,,8.10258,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.61719,,,,7.70992,,,,7.35772
31R445,Port Richmond High School,HS,8.15498,8.27566,8,8.2,8.41821,,,,7.8,,,,8.34891,,,,8.59133,,,,8.77726,,,,8.39564,,,,8.20313,,,,8.3618,,,,8.23758,,,,8.33591,,,,8.19659,,,,8.23668,,,,8.27103,,,,8.0919,,,,8.33333,,,,8.28125,,,,8.1869,,,,8.30097,,,,8.1,,,,,8.4,,,,,8.4,,,,,8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.76367,,,,Not Scored,,,,8.21767,,,,8.21429,,,,8.31746,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.08824,,,,7.64151,,,,7.78846
31R450,Curtis High School,HS,7.91882,7.84217,7.6,7.3,8.16189,,,,7.16304,,,,7.73872,,,,8.07205,,,,8.31806,,,,7.73675,,,,7.6847,,,,8.07793,,,,8.20714,,,,8.10923,,,,7.94526,,,,7.95633,,,,7.90617,,,,7.84909,,,,8.16522,,,,7.9878,,,,7.63397,,,,6.85185,,,,7.6,,,,,7.9,,,,,8.1,,,,,7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.94027,,,,Not Scored,,,,7.82222,,,,8.08496,,,,7.92705,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.91016,,,,7.71484,,,,7.4
31R455,Tottenville High School,HS,8.05221,8.06123,7.8,7.9,8.37306,,,,7.3747,,,,8.02569,,,,8.37411,,,,8.7154,,,,8.19162,,,,7.96856,,,,8.25511,,,,8.55689,,,,8.19594,,,,7.99043,,,,8.05024,,,,7.98319,,,,7.85457,,,,8.27086,,,,8.14234,,,,7.94444,,,,7.81328,,,,8.1,,,,,8.1,,,,,8.3,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.69743,,,,Not Scored,,,,8.02395,,,,8.31528,,,,8.06558,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.92793,,,,7.92793,,,,7.70455
31R460,Susan E. Wagner High School,HS,7.90732,7.99975,7.7,7.8,8.38691,,,,7.39834,,,,7.8125,,,,8.22593,,,,8.52281,,,,7.93025,,,,7.90582,,,,8.18199,,,,8.24924,,,,8.11836,,,,7.92141,,,,7.93893,,,,7.92178,,,,7.87567,,,,8.14602,,,,8.01431,,,,7.72041,,,,7.50596,,,,8.1,,,,,8.2,,,,,8.2,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.47876,,,,Not Scored,,,,8.00227,,,,8.05619,,,,8.04789,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.67241,,,,7.68678,,,,7.4564
31R470,Concord High School,HST,9.06924,8.82288,8.2,9.1,8.79032,,,,8.40164,,,,8.58871,,,,9.04167,,,,8.91129,,,,8.66935,,,,8.94737,,,,9.09836,,,,8.68852,,,,9.09836,,,,8.60656,,,,8.97541,,,,8.97541,,,,8.98305,,,,8.93443,,,,8.72881,,,,8.70192,,,,9.32692,,,,9.2,,,,,9.1,,,,,8.8,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,3.85246,,,,Not Scored,,,,9.2623,,,,9.09483,,,,9.27966,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.375,,,,9.375,,,,9.31818
31R600,Ralph R. McKee Career and Technical Education High School,HS,7.85979,7.65504,7.4,7.9,7.61962,,,,7.17548,,,,7.47608,,,,8.26555,,,,8.32933,,,,7.71845,,,,7.7125,,,,7.86585,,,,7.59756,,,,7.84483,,,,7.72837,,,,7.97847,,,,7.77644,,,,7.78049,,,,7.89216,,,,7.7439,,,,7.57813,,,,8.19372,,,,7.9,,,,,8,,,,,8.1,,,,,7.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.7125,,,,Not Scored,,,,7.54926,,,,7.625,,,,7.9397,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.06122,,,,7.97872,,,,7.88889
31R605,Staten Island Technical High School,HS,8.56589,8.62883,8.4,8.5,8.98615,,,,8.21958,,,,8.58663,,,,8.89219,,,,8.89742,,,,8.43006,,,,8.43284,,,,8.74875,,,,8.85778,,,,9.11546,,,,8.69296,,,,8.72277,,,,8.65653,,,,8.62438,,,,9.07592,,,,8.9075,,,,8.56122,,,,7.84349,,,,9.2,,,,,8.8,,,,,8.8,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.74924,,,,Not Scored,,,,8.45884,,,,8.998,,,,8.72233,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.5,,,,8.88889,,,,6.94444
31R607,Staten Island Yabc,YABC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,N/A,,,,N/A,,,,N/A
31R861,Staten Island School of Civic Leadership,ES/MS,8.87598,8.93745,8.6,9.1,8.96382,,,,8.78838,,,,8.87721,,,,9.15939,,,,9.16115,,,,8.80769,,,,8.89073,,,,9.06742,,,,8.78035,,,,9.06114,,,,8.94737,,,,8.92308,,,,8.72247,,,,8.78838,,,,8.88216,,,,8.57303,,,,8.43972,,,,9.28656,,,,9.2,,,,,9,,,,,8.9,,,,,8.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.38764,,,,Not Scored,,,,9.04576,,,,8.94766,,,,9.00227,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.8172,,,,8.88298,,,,8.8764
32K045,P.S. 045 Horace E. Greene,ES/MS,8.81849,8.82003,8.5,8.8,8.92722,,,,8.81503,,,,8.59615,,,,8.92442,,,,8.96117,,,,8.77151,,,,8.68522,,,,8.84051,,,,8.62019,,,,8.88031,,,,8.90927,,,,8.88031,,,,8.81958,,,,8.83462,,,,8.81298,,,,8.53671,,,,8.44681,,,,8.87392,,,,8.8,,,,,8.8,,,,,8.8,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.1493,,,,Not Scored,,,,8.78599,,,,8.81809,,,,8.99408,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.65385,,,,8.92157,,,,8.7766
32K075,P.S. 075 Mayda Cortiella,ES,8.20641,8.41399,7.9,8,8.54754,,,,8.44858,,,,8.14057,,,,8.55634,,,,8.69004,,,,8.15412,,,,8.10688,,,,8.3723,,,,7.7305,,,,8.32447,,,,8.46631,,,,8.28345,,,,8.10284,,,,8.35106,,,,8.41486,,,,7.97491,,,,7.92829,,,,8.23469,,,,8.2,,,,,8,,,,,7.9,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.60985,,,,Not Scored,,,,8.30616,,,,8.30292,,,,8.35185,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.04348,,,,8.44444,,,,7.56098
32K086,P.S. 086 The Irvington,ES,8.85582,9.02665,8.9,8.9,9.11473,,,,9.0625,,,,8.93768,,,,8.98438,,,,9.11891,,,,8.95892,,,,8.88177,,,,8.89685,,,,8.78205,,,,8.91117,,,,9.03846,,,,8.82521,,,,8.80682,,,,8.8,,,,8.98571,,,,8.8604,,,,8.78338,,,,8.93382,,,,9,,,,,8.8,,,,,8.7,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.88177,,,,Not Scored,,,,9.12607,,,,8.99573,,,,9.10201,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.82353,,,,8.63636,,,,8.42857
32K106,P.S. 106 Edward Everett Hale,ES,8.77283,8.84346,8.4,8.5,8.94426,,,,8.88605,,,,8.72881,,,,8.82653,,,,9.03169,,,,8.77622,,,,8.5453,,,,8.78472,,,,8.47603,,,,8.64187,,,,8.87842,,,,8.66667,,,,8.62847,,,,8.71993,,,,8.7934,,,,8.4629,,,,8.40226,,,,8.57537,,,,8.8,,,,,8.7,,,,,8.7,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.58363,,,,Not Scored,,,,8.75,,,,8.70107,,,,8.64621,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.31818,,,,8.88889,,,,8.875
32K116,P.S. 116 Elizabeth L Farrell,ES,8.48428,8.66003,8.3,8.3,8.83871,,,,8.67599,,,,8.71336,,,,8.63036,,,,8.90034,,,,8.4851,,,,8.33333,,,,8.42905,,,,8.39765,,,,8.5,,,,8.57377,,,,8.45563,,,,8.57143,,,,8.39638,,,,8.48459,,,,8.2699,,,,8.04428,,,,8.33955,,,,8.6,,,,,8.3,,,,,8.4,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.37762,,,,Not Scored,,,,8.43537,,,,8.58392,,,,8.53723,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.47561,,,,8.75,,,,8.125
32K123,P.S. 123 Suydam,ES,8.60074,8.66966,8.3,8.5,8.89127,,,,8.75442,,,,8.4742,,,,8.71864,,,,8.79834,,,,8.53978,,,,8.47806,,,,8.60958,,,,8.4319,,,,8.66758,,,,8.70736,,,,8.6302,,,,8.4991,,,,8.61759,,,,8.65489,,,,8.43866,,,,8.35086,,,,8.54572,,,,8.7,,,,,8.5,,,,,8.5,,,,,8.3,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.00279,,,,Not Scored,,,,8.48214,,,,8.63553,,,,8.58473,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.69681,,,,8.5989,,,,8.49432
32K145,P.S. 145 Andrew Jackson,ES,8.27438,8.4808,8.1,8.3,8.56707,,,,8.35062,,,,8.50723,,,,8.60356,,,,8.73391,,,,8.36458,,,,8.24194,,,,8.40471,,,,8.24791,,,,8.38795,,,,8.53594,,,,8.43615,,,,8.23222,,,,8.27457,,,,8.37738,,,,8.21895,,,,8.1394,,,,8.48276,,,,8.5,,,,,8.2,,,,,8.4,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.3474,,,,Not Scored,,,,8.45137,,,,8.31741,,,,8.45943,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.84884,,,,8.375,,,,7.82895
32K151,P.S. 151 Lyndon B. Johnson,ES,8.14085,8.29493,7.9,8.2,8.50236,,,,8.25829,,,,8.16038,,,,8.36124,,,,8.65385,,,,8.34541,,,,7.9803,,,,8.30097,,,,7.59569,,,,8.05024,,,,8.07971,,,,8.1068,,,,7.94048,,,,7.9733,,,,7.93317,,,,7.62563,,,,7.36559,,,,8.25843,,,,8.4,,,,,8.1,,,,,7.9,,,,,7.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.25124,,,,Not Scored,,,,8.22139,,,,8.21066,,,,8.37179,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,8.53448,,,,7.94643
32K162,J.H.S. 162 The Willoughby,MS,8.07762,8.14585,7.6,8,8.44444,,,,7.9,,,,7.96348,,,,8.27143,,,,8.37644,,,,7.79586,,,,7.69006,,,,8.02395,,,,7.8343,,,,8.08824,,,,8.26471,,,,8.0848,,,,8.08571,,,,8.01429,,,,7.91176,,,,7.99107,,,,7.81646,,,,8.05195,,,,8.1,,,,,8.1,,,,,8.1,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.46407,,,,Not Scored,,,,8.17647,,,,7.89877,,,,8.06402,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.375,,,,8.07692,,,,8.01282
32K168,The Brooklyn School for Math and Research,HS,8.95587,9.00059,8.5,8.8,9.40678,,,,8.89831,,,,8.83333,,,,9.5,,,,9.0678,,,,9.15254,,,,8.77193,,,,9.05172,,,,8.75,,,,9.18103,,,,8.95833,,,,9.20833,,,,8.85593,,,,9.02542,,,,9.23729,,,,9.34211,,,,8.89831,,,,8.79464,,,,9.1,,,,,8.4,,,,,8.7,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.34483,,,,Not Scored,,,,8.77193,,,,9.13793,,,,8.87931,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.21429,,,,9.28571,,,,8.21429
32K274,P.S. 274 Kosciusko,ES,8.43462,8.46387,8.1,8.3,8.59649,,,,8.48022,,,,8.34545,,,,8.54167,,,,8.85609,,,,8.4657,,,,8.31181,,,,8.54323,,,,7.92572,,,,8.41418,,,,8.59375,,,,8.42697,,,,8.12727,,,,8.19853,,,,8.23801,,,,7.93103,,,,7.59921,,,,8.25605,,,,8.5,,,,,8.4,,,,,8.5,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.01311,,,,Not Scored,,,,8.30645,,,,8.45238,,,,8.71747,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.4375,,,,8.94231,,,,8.5
32K291,J.H.S. 291 Roland Hayes,MS,8.07604,7.85261,7.5,7.8,7.91176,,,,7.59644,,,,7.93255,,,,7.99107,,,,8.14925,,,,7.76119,,,,7.80675,,,,7.96012,,,,8.04217,,,,7.89634,,,,8.05556,,,,7.9744,,,,8.02553,,,,7.80597,,,,8.01958,,,,7.78358,,,,7.71635,,,,7.98259,,,,7.9,,,,,8,,,,,8,,,,,7.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.64174,,,,Not Scored,,,,7.7197,,,,7.69113,,,,7.81931,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.5119,,,,8.59756,,,,8.46154
