dbn,locationname,school_type,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,,,,s_q1b,,,,s_q1c,,,,s_q1d,,,,s_q1e,,,,s_q1f,,,,s_q1g,,,,s_q2a,,,,s_q2b,,,,s_q2c,,,,s_q2d,,,,s_q3,,,,s_q4a,,,,s_q4b,,,,s_q4c,,,,s_q4d,,,,s_q4e,,,,s_q4f,,,,s_q4g,,,,s_q4h,,,,s_q4i,,,,s_q4j,,,,s_q4k,,,,s_q5a,,,,,s_q5b,,,,,s_q6a,,,,s_q6b,,,,s_q6c,,,,s_q7a,,,,s_q7b,,,,s_q7c,,,,s_q8f,,,,s_q9a_1,s_q9a_2,s_q9a_3,s_q9a_4,s_q9a_5,s_q9a_6,s_q9b_1,s_q9b_2,s_q9b_3,s_q9b_4,s_q9b_5,s_q9b_6,s_q9c_1,s_q9c_2,s_q9c_3,s_q9c_4,s_q9c_5,s_q9c_6,s_q10a_1,s_q10a_2,s_q10a_3,s_q10a_4,s_q10a_5,s_q10b_1,s_q10b_2,s_q10b_3,s_q10b_4,s_q10b_5,s_q10c_1,s_q10c_2,s_q10c_3,s_q10c_4,s_q10c_5,s_q11a,,,,s_q11b,,,,s_q11c,,,,s_q11d,,,,s_q11e
84Q321,Growing Up Green Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q340,Challenge Preparatory Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q341,Riverton Street Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q342,Rochdale Early Advantage Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q359,Academy of the City Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84Q704,Merrick Academy - Queens Public Charter School,ES,8.91894,8.33333,7.37646,7.53195,9.47368,,,,9.34211,,,,8.81579,,,,8.81579,,,,8.33333,,,,7.10526,,,,9.34211,,,,8.02632,,,,6.11111,,,,9.30556,,,,7.5,,,,N/A,,,,9.73684,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.52778,,,,7.94118,,,,7.5,,,,7.05882,,,,9.21053,,,,8.15789,,,,9.21053,,,,9.375,,,,,5.45455,,,,,3.28947,,,,6.05263,,,,8.42105,,,,7.10526,,,,7.76316,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.58333,,,,7.77778,,,,7.76316,,,,7.63158,,,,9.86842
84Q705,Renaissance Charter School,ES/MS/HS,7.62573,7.49439,6.67836,7.15604,8.27562,,,,7.80137,,,,7.4726,,,,7.41781,,,,7.4112,,,,4.82782,,,,8.18989,,,,8.07221,,,,6.88187,,,,7.68443,,,,6.86639,,,,7.40566,,,,8.49727,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.57576,,,,7.98497,,,,7.54087,,,,7.20548,,,,7.54795,,,,6.93836,,,,7.59722,,,,8.59266,,,,,6.29491,,,,,5.71429,,,,5.4918,,,,6.70765,,,,5.91598,,,,5.5137,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.09557,,,,7.49306,,,,6.85773,,,,7.25275,,,,9.19199
84Q706,Our World Neighborhood Charter School,ES/MS,8.5726,8.39486,8.20032,8.32758,8.93498,,,,8.73318,,,,8.34842,,,,8.80631,,,,8.67117,,,,7.19318,,,,8.85747,,,,8.54072,,,,8.19635,,,,8.88128,,,,7.77778,,,,N/A,,,,9.15179,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.52018,,,,8.81166,,,,8.62108,,,,8.21749,,,,8.5473,,,,8.29545,,,,8.35227,,,,8.82267,,,,,8.0649,,,,,7.22727,,,,7.52262,,,,7.33945,,,,7.81674,,,,8.26923,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.76457,,,,8.32207,,,,7.6484,,,,8.13348,,,,9.5362
84R067,John W. Lavelle Preparatory Charter School,MS/HS,7.95737,7.97878,6.8652,6.30474,8.52431,,,,8.28671,,,,7.63112,,,,7.98951,,,,8.19686,,,,5.24561,,,,8.8549,,,,8.40909,,,,7.50877,,,,8.60035,,,,8.23063,,,,6.07843,,,,9.20732,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.12544,,,,7.2007,,,,6.82927,,,,7.19406,,,,7.79617,,,,7.89613,,,,7.4386,,,,8.60987,,,,,5.97378,,,,,4.13121,,,,4.64286,,,,5.60469,,,,4.98221,,,,5.8363,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.41696,,,,5.13345,,,,4.31408,,,,5.35587,,,,7.85714
84R071,Staten Island Community Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84R073,New World Preparatory Charter School,MS,8.02444,7.86526,6.84884,6.41985,8.6847,,,,7.86517,,,,7.59506,,,,7.7974,,,,8.23473,,,,5.40414,,,,8.73596,,,,8.07765,,,,7.3855,,,,8.37736,,,,8.06731,,,,N/A,,,,9.16045,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.91288,,,,7.1374,,,,6.3403,,,,6.11434,,,,8.09387,,,,7.92308,,,,8.06202,,,,8.19697,,,,,5.87924,,,,,4.06844,,,,4.28295,,,,5.29693,,,,4.24419,,,,6.3447,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.19355,,,,5.93373,,,,5.70717,,,,6.20518,,,,8.61554
84X124,Children's Aid Society Community Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X133,Icahn Charter School 6,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X165,Grand Concourse Academy Charter School,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X177,MOTT HALL CHARTER SCHOOL,MS,8.72267,8.92395,7.80817,7.95755,9.375,,,,9.10194,,,,8.47087,,,,8.81068,,,,8.60294,,,,6.82692,,,,9.01961,,,,9.29612,,,,8.30882,,,,8.78641,,,,8.47087,,,,N/A,,,,9.71154,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.05288,,,,8.57843,,,,8.37379,,,,7.88462,,,,9.0625,,,,9.00485,,,,8.16176,,,,8.27869,,,,,7.25275,,,,,5.6068,,,,6.20098,,,,6.625,,,,7.20588,,,,7.57353,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.97549,,,,7.6699,,,,7.35149,,,,8.68812,,,,9.3932
84X185,Bronx Lighthouse Charter School,ES/MS/HS,7.70841,7.27955,6.30605,6.98884,8.38068,,,,7.97753,,,,7.10674,,,,7.50936,,,,7.49067,,,,4.87873,,,,8.5283,,,,7.9368,,,,6.81903,,,,7.78918,,,,7.63258,,,,6.52655,,,,9.04135,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.9403,,,,7.43421,,,,7.45353,,,,6.21241,,,,7.66981,,,,6.79511,,,,6.2594,,,,7.53769,,,,,5.71875,,,,,5.00936,,,,5.54833,,,,6.20787,,,,6.56489,,,,5.35448,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.22481,,,,7.70115,,,,6.78846,,,,7.27011,,,,8.98855
84X200,ROADS Charter School II,HS,8.52069,8.60405,8.18039,8.17065,8.96552,,,,8.98305,,,,8.46491,,,,8.96552,,,,8.66379,,,,8.07018,,,,8.42105,,,,8.7069,,,,8.23276,,,,8.70536,,,,8.08036,,,,7.71552,,,,8.99123,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.55263,,,,9.03509,,,,8.72807,,,,8.55263,,,,8.48214,,,,8.64035,,,,7.89474,,,,8.24468,,,,,8.43137,,,,,6.84211,,,,7.32759,,,,7.71552,,,,7.80702,,,,7.80172,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.50877,,,,7.67544,,,,8.55263,,,,8.4375,,,,8.11404
84X202,New Visions Charter High School for Advanced Math and Science II,HS,8.0595,7.89707,7.20875,7.44295,8.68056,,,,8.40909,,,,7.56818,,,,8.08962,,,,7.86697,,,,5.80189,,,,8.38785,,,,8.57798,,,,7.70455,,,,8,,,,7.93981,,,,7.52294,,,,8.71622,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.79018,,,,7.54545,,,,7.57009,,,,6.68182,,,,8.13636,,,,7.54505,,,,7.74775,,,,8.16456,,,,,7.04545,,,,,5.625,,,,5.85586,,,,6.98198,,,,6.39908,,,,6.58257,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.875,,,,7.98969,,,,7.9798,,,,8,,,,8.75
84X208,New Visions Charter High School for the Humanities II,HS,7.98393,8.12917,7.00266,7.16994,8.94495,,,,8.35648,,,,8.06306,,,,7.73364,,,,8.10185,,,,5.51402,,,,8.86574,,,,9.0367,,,,7.52336,,,,8.10185,,,,7.98611,,,,7.13303,,,,9.31193,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.66355,,,,7.64019,,,,7.57075,,,,6.91038,,,,8.64286,,,,7.28774,,,,6.66667,,,,8.08594,,,,,7.12766,,,,,4.41589,,,,5.02358,,,,5.30374,,,,7.70642,,,,6.22642,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.84434,,,,7.02381,,,,6.62736,,,,7.1934,,,,8.98585
84X233,Family Life Academy Charter School II,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X255,Bronx Charter School for Excellence,ES/MS,8.32382,7.76754,6.83355,7.50759,9.09247,,,,8.53741,,,,7.65101,,,,8.02365,,,,8.05369,,,,4.77586,,,,9.14931,,,,8.68243,,,,7.43197,,,,8.40136,,,,7.5,,,,N/A,,,,9.28571,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.31419,,,,8.33333,,,,8.27586,,,,7.66892,,,,8.60544,,,,6.96918,,,,6.11486,,,,8.42949,,,,,5.90074,,,,,5.20134,,,,5.48986,,,,6.87075,,,,6.48649,,,,6.21622,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.69595,,,,7.67123,,,,7.58389,,,,8.37838,,,,9.7
84X256,Heketi Community Charter School,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X258,Tech International Charter School,MS,8.46952,8.30311,7.64026,7.205,8.51923,,,,8.38462,,,,8.69141,,,,8.92578,,,,8.41085,,,,6.75781,,,,8.84766,,,,8.20611,,,,8.12016,,,,8.72093,,,,8.21429,,,,N/A,,,,9.44231,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.12891,,,,7.38189,,,,6.4881,,,,6.96429,,,,8.19767,,,,8.01181,,,,7.46032,,,,8.83333,,,,,6.68067,,,,,6.13095,,,,6.56746,,,,6.76,,,,6.20079,,,,7.36111,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.66,,,,7.11694,,,,6.31148,,,,7.02,,,,8.68952
84X309,South Bronx Charter School for International Cultures and the Arts,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
84X345,Hyde Leadership Charter School,ES/MS/HS,8.03649,7.73443,7.115,7.41689,8.68709,,,,8.08406,,,,7.7533,,,,7.83259,,,,7.73077,,,,5.64145,,,,8.69469,,,,8,,,,7.24558,,,,8.14302,,,,7.951,,,,7.5,,,,8.89868,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.51104,,,,7.75499,,,,7.73731,,,,6.7511,,,,8.14427,,,,7.45,,,,7.82705,,,,8.39595,,,,,6.6198,,,,,5.67731,,,,5.76667,,,,6.84298,,,,6.86394,,,,6.78097,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.17406,,,,7.90376,,,,6.82478,,,,7.57271,,,,9.21875
